ID,Titre,Scenario,Reference_Regle,Application_Regle,Commentaires,Image,URL
225,Sailing in traffic separation schemes,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: Traffic separation scheme,Rule 10 (Traffic separation scheme),"In accordance with Rule 10 (b)(i) (Traffic separation schemes), a vessel using a traffic separation scheme shall proceed in the appropriate traffic lane in the general direction of traffic flow for that lane. In accordance with Rule 10 (b)(ii) (Traffic separation schemes), a vessel using a traffic separation scheme shall so far as practicable keep clear of a traffic separation line or separation zone.","Elements of traffic separation schemes: (i) traffic lane, (ii) direction of traffic flow for the lane, (iii) separation zone or line, (iv) inshore traffic zone.",scenario_225.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=225
227,The compass bearing of an approaching vessel does not appreciably change,"Vessel A: Power-driven vessel Vessel B: Power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A and vessel B are crossing Vessel A has vessel B on her own starboard side (relative bearing STBD 054°) No change in bearing taken at interval of time, CPA=0",Rule 7 ( Risk of collision ),"In accordance with Rule 7 ( Risk of collision ), risk of collision shall be deemed to exist if the compass bearing of an approaching vessel does not appreciably change.","If the bearing (compass or relative) taken visually or with radar at interval of time does not appreciable change, than the risk of collision shall be deemed to exist. How often to take bearing from other vessel depends on situation (range between vessels, vessels relative speed, area of navigation, vessels characteristics, navigational equipment, visibility). To be able to decide if a risk of collision exists, bearing on the other vessel should be taken as soon as it is sighted and then repeated in appropriate intervals. In open water, bearing should be taken as soon as it comes over the horizon. It is advisable not to wait until the vessel is close before starting to take bearings.",scenario_227.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=227
228,Joining traffic separation schemes,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: Traffic separation scheme Vessel A is joining a traffic lane at a termination of the lane Vessel B is joining a traffic lane from side,Rule 10 (Traffic separation scheme),"In accordance with Rule 10 (b)(iii) (Traffic separation scheme), a vessel (vessel A) using a traffic separation scheme shall normally join a traffic lane at the termination of the lane. In accordance with Rule 10 (b)(iii) (Traffic separation scheme), a vessel (vessel B) using a traffic separation scheme when joining from either side shall do so at as small an angle to the general direction of traffic flow as practicable.",,scenario_228.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=228
229,Leaving traffic separation schemes,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: Traffic separation scheme Vessel A is leaving a traffic lane at a termination of the lane Vessel B is leaving traffic lane from side,Rule 10 (Traffic separation scheme),"In accordance with Rule 10 (b)(iii) (Traffic separation scheme), a vessel (vessel A) using a traffic separation scheme shall normally leave a traffic lane at the termination of the lane. In accordance with Rule 10 (b)(iii) (Traffic separation scheme), a vessel (vessel B) using a traffic separation scheme when leaving from either side shall do so at as small an angle to the general direction of traffic flow as practicable.",,scenario_229.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=229
230,Crossing traffic lanes,Vessel A: power-driven vessel crossing traffic lanes Area: Traffic separation scheme,Rule 10 (Traffic separation scheme),"In accordance with Rule 10 (c) (Traffic separation scheme), a vessel shall so far as practicable avoid crossing traffic lanes, but if obliged to do so shall cross on a heading as nearly as practicable at right angles to the general direction of traffic flow.","In accordance with Rule 10 (a) (Traffic Separation Schemes), when vessel crossing traffic lanes in accordance with Rule 10 (Traffic separation scheme) and risk of collision with other vessel exists, vessels are not relieved of their obligation under any other rule.",scenario_230.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=230
231,Vessel shall not use an inshore traffic zone,Vessel A: power-driven vessel Area: Traffic separation scheme,Rule 10 (Traffic separation scheme),"In accordance with Rule 10 (d)(i) (Traffic separation scheme), a vessel shall not use an inshore traffic zone when she can safely use the appropriate traffic lane within the adjacent traffic separation scheme.",,scenario_231.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=231
232,"Vessels under 20 m, sailing vessels and vessels engaged in fishing may use the inshore traffic zone",Vessel A: Power-driven vessel of less than 20 m in length Vessel B: Sailing vessel Vessel C: Vessel engaged in fishing Area: Traffic separation scheme,Rule 10 (Traffic separation scheme),"In accordance with Rule 10 (d)(i) (Traffic separation scheme), vessels of less than 20 m in length, sailing vessels and vessels engaged in fishing may use the inshore traffic zone.",,scenario_232.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=232
233,Vessel may in some situations use an inshore traffic zone,Vessel A: Power-driven vessel Area: Traffic separation scheme,Rule 10 (Traffic separation scheme),"In accordance with Rule 10 (d)(ii)(Traffic separation scheme), a vessel may use an inshore traffic zone when en route to or from a port, offshore installation or structure, pilot station or any other place situated within the inshore traffic zone, or to avoid immediate danger.",,scenario_233.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=233
234,Action taken by a vessel which detects by radar alone the presence of another vessel,Vessel A: Power-driven vessel Vessel B: Power-driven vessel Visibility: Restricted (vessels are not in sight of one another) Vessel A detects by radar alone the presence of vessel B Vessel A and vessel B are crossing so as to involve risk of collision Vessel A has vessel B on her own port side (relative bearing PORT 053°),Rule 19 (Conduct of vessels in restricted visibility ) Rule 7 ( Risk of collision ),"In accordance with Rule 19 (d) (Conduct of vessels in restricted visibility ), a vessel which detects by radar alone the presence of another vessel shall determine if a close-quarters situation is developing and/or risk of collision exists. If so, she shall take avoiding action in ample time, provided that when such action consists of an alteration of course, so far as possible the following shall be avoided: (i) an alteration of course to port for a vessel forward of the beam, other than for a vessel being overtaken; (ii) an alteration of course towards a vessel abeam or abaft the beam. In accordance with Rule 7 (b) ( Risk of collision ), proper use shall be made of radar equipment if fitted and operational, including long-range scanning to obtain early warning of risk of collision and radar plotting or equivalent systematic observation of detected objects.",,scenario_234.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=234
236,"A WIG craft when taking off, landing and in flight near the surface - lights",Type of vessel: WIG craft Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 23 (Power-driven vessels underway ),"In accordance with Rule 23 (c) (Power-driven vessels underway ), a WIG craft only when taking off, landing and in flight near the surface shall, in addition to the lights prescribed in Rule 23 (a) (Power-driven vessels underway ), exhibit a high intensity all-round flashing red light.",,scenario_236.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=236
237,"A power-driven vessel towing, length of the tow over 200 m - lights","Type of vessel: Power-driven vessel towing, length of the tow exceeds 200 m Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility",Rule 24 (Towing and pushing),"In accordance with Rule 24 (a) (Towing and pushing), a power-driven vessel when towing shall exhibit: (i) instead of the light prescribed in Rule 23 (a)(i) or (a)(ii) (Power-driven vessels underway ), three masthead lights in a vertical line; (ii) sidelights ; (iii) a sternlight ; (iv) a towing light in a vertical line above the sternlight . In accordance with Rule 24 (e) (Towing and pushing), a vessel or object being towed, other than those mentioned in Rule 24 (g) (Towing and pushing), shall exhibit: (i) sidelights ; (ii) a sternlight .",,scenario_237.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=237
